word,cooc_count,word_count,pmi
阎知微,4,4,-0.12705284948758805
蕃人,4,4,-0.12705284948758805
骑,4,4,-0.12705284948758805
寄,4,4,-0.12705284948758805
讨论,4,4,-0.12705284948758805
之文,4,4,-0.12705284948758805
骑马,4,4,-0.12705284948758805
木始,4,4,-0.12705284948758805
封事,4,4,-0.12705284948758805
胡元礼,4,4,-0.12705284948758805
献帝,4,4,-0.12705284948758805
经纬,4,4,-0.12705284948758805
马吉甫,4,4,-0.12705284948758805
所司,4,4,-0.12705284948758805
豫,4,4,-0.12705284948758805
谤,4,4,-0.12705284948758805
月朔,4,4,-0.12705284948758805
顺人,4,4,-0.12705284948758805
密,4,4,-0.12705284948758805
称为,4,4,-0.12705284948758805
河东,4,4,-0.12705284948758805
太原,4,4,-0.12705284948758805
绩,4,4,-0.12705284948758805
皇后,4,4,-0.12705284948758805
配享,4,4,-0.12705284948758805
骑驴,4,4,-0.12705284948758805
钦若,4,4,-0.12705284948758805
杂,4,4,-0.12705284948758805
三者,4,4,-0.12705284948758805
九十,4,4,-0.12705284948758805
西域,4,4,-0.12705284948758805
契丹,4,4,-0.12705284948758805
知府,4,4,-0.12705284948758805
侔,4,4,-0.12705284948758805
吴王,4,4,-0.12705284948758805
唐宋,4,4,-0.12705284948758805
徃徃,4,4,-0.12705284948758805
天官,4,4,-0.12705284948758805
近代,4,4,-0.12705284948758805
传于,4,4,-0.12705284948758805
亮,4,4,-0.12705284948758805
中夏,4,4,-0.12705284948758805
通论,4,4,-0.12705284948758805
大王,4,4,-0.12705284948758805
经书,4,4,-0.12705284948758805
公羊,4,4,-0.12705284948758805
兵马,4,4,-0.12705284948758805
上国,4,4,-0.12705284948758805
烈,4,4,-0.12705284948758805
光宅,4,4,-0.12705284948758805
有余,4,4,-0.12705284948758805
大难,4,4,-0.12705284948758805
追称,4,4,-0.12705284948758805
竒,4,4,-0.12705284948758805
引用,4,4,-0.12705284948758805
恨,4,4,-0.12705284948758805
日夜,4,4,-0.12705284948758805
驰,4,4,-0.12705284948758805
三分,4,4,-0.12705284948758805
夏桀,4,4,-0.12705284948758805
焕,4,4,-0.12705284948758805
河南,4,4,-0.12705284948758805
青,4,4,-0.12705284948758805
一州,4,4,-0.12705284948758805
折狱,4,4,-0.12705284948758805
何氏,4,4,-0.12705284948758805
既至,4,4,-0.12705284948758805
歳,4,4,-0.12705284948758805
实在,4,4,-0.12705284948758805
纂注,4,4,-0.12705284948758805
若云,4,4,-0.12705284948758805
不絶,4,4,-0.12705284948758805
总督,4,4,-0.12705284948758805
员外郎,4,4,-0.12705284948758805
毛,4,4,-0.12705284948758805
三十年,4,4,-0.12705284948758805
臣下,4,4,-0.12705284948758805
大晋,4,4,-0.12705284948758805
十有三年,4,4,-0.12705284948758805
殷纣,4,4,-0.12705284948758805
犹是,4,4,-0.12705284948758805
节度,4,4,-0.12705284948758805
万户,4,4,-0.12705284948758805
鸡鸣,4,4,-0.12705284948758805
一匡,4,4,-0.12705284948758805
逸书,4,4,-0.12705284948758805
给事中,4,4,-0.12705284948758805
元封,4,4,-0.12705284948758805
三世,4,4,-0.12705284948758805
四灵,4,4,-0.12705284948758805
太宰,4,4,-0.12705284948758805
池,4,4,-0.12705284948758805
呉人,4,4,-0.12705284948758805
王公,4,4,-0.12705284948758805
不疑,4,4,-0.12705284948758805
意在,4,4,-0.12705284948758805
志在,4,4,-0.12705284948758805
之作,4,4,-0.12705284948758805
追封,4,4,-0.12705284948758805
河洛,4,4,-0.12705284948758805
之乱,4,4,-0.12705284948758805
王家,4,4,-0.12705284948758805
奸臣,4,4,-0.12705284948758805
谓乎,4,4,-0.12705284948758805
己日,4,4,-0.12705284948758805
已来,4,4,-0.12705284948758805
允恭,4,4,-0.12705284948758805
令名,4,4,-0.12705284948758805
吕后,4,4,-0.12705284948758805
六爻,4,4,-0.12705284948758805
自杀,4,4,-0.12705284948758805
景,4,4,-0.12705284948758805
麒麟,4,4,-0.12705284948758805
诘,4,4,-0.12705284948758805
契,4,4,-0.12705284948758805
而曰,4,4,-0.12705284948758805
无私,4,4,-0.12705284948758805
季康子,4,4,-0.12705284948758805
王曰,4,4,-0.12705284948758805
弊,4,4,-0.12705284948758805
功徳,4,4,-0.12705284948758805
不啻,4,4,-0.12705284948758805
荡涤,4,4,-0.12705284948758805
仁圣,4,4,-0.12705284948758805
不应,4,4,-0.12705284948758805
兴衰,4,4,-0.12705284948758805
固辞,4,4,-0.12705284948758805
寛,4,4,-0.12705284948758805
宴,4,4,-0.12705284948758805
法令,4,4,-0.12705284948758805
致命,4,4,-0.12705284948758805
九二,4,4,-0.12705284948758805
季,4,4,-0.12705284948758805
旨,4,4,-0.12705284948758805
免于,4,4,-0.12705284948758805
庚子,4,4,-0.12705284948758805
昌,4,4,-0.12705284948758805
中书令,4,4,-0.12705284948758805
称疾,4,4,-0.12705284948758805
成革,4,4,-0.12705284948758805
尊位,4,4,-0.12705284948758805
孝文,4,4,-0.12705284948758805
圣皇,4,4,-0.12705284948758805
血,4,4,-0.12705284948758805
备矣,4,4,-0.12705284948758805
恢复,4,4,-0.12705284948758805
承平,4,4,-0.12705284948758805
革言三就,4,4,-0.12705284948758805
殷命,4,4,-0.12705284948758805
近古,4,4,-0.12705284948758805
室,4,4,-0.12705284948758805
人伦,4,4,-0.12705284948758805
锢露,4,4,-0.12705284948758805
灵武,4,4,-0.12705284948758805
帝道,4,4,-0.12705284948758805
拨乱,4,4,-0.12705284948758805
附録,4,4,-0.12705284948758805
补苴,4,4,-0.12705284948758805
伊吕,4,4,-0.12705284948758805
蛮夷,4,4,-0.12705284948758805
许之,4,4,-0.12705284948758805
药饵,4,4,-0.12705284948758805
道之,4,4,-0.12705284948758805
其象,4,4,-0.12705284948758805
偏师,4,4,-0.12705284948758805
纪处讷,4,4,-0.12705284948758805
筑垒,4,4,-0.12705284948758805
分命,4,4,-0.12705284948758805
三万,4,4,-0.12705284948758805
救弊,4,4,-0.12705284948758805
莫知,4,4,-0.12705284948758805
桓公,4,4,-0.12705284948758805
变服,4,4,-0.12705284948758805
何其,4,4,-0.12705284948758805
高平侯,4,4,-0.12705284948758805
用师,4,4,-0.12705284948758805
使持节,4,4,-0.12705284948758805
改月,4,4,-0.12705284948758805
风俗,4,4,-0.12705284948758805
陆公,4,4,-0.12705284948758805
顾问,4,4,-0.12705284948758805
内发,4,4,-0.12705284948758805
汉高,4,4,-0.12705284948758805
巍巍,4,4,-0.12705284948758805
天机,4,4,-0.12705284948758805
讴歌,4,4,-0.12705284948758805
不可胜数,4,4,-0.12705284948758805
宽,4,4,-0.12705284948758805
孔圣,4,4,-0.12705284948758805
评事,4,4,-0.12705284948758805
异矣,4,4,-0.12705284948758805
之言,4,4,-0.12705284948758805
春正月,4,4,-0.12705284948758805
叛换,4,4,-0.12705284948758805
月令,4,4,-0.12705284948758805
良平,4,4,-0.12705284948758805
踠迹,4,4,-0.12705284948758805
五十,4,4,-0.12705284948758805
禀,4,4,-0.12705284948758805
非止,4,4,-0.12705284948758805
所生,4,4,-0.12705284948758805
明宗,4,4,-0.12705284948758805
音义,4,4,-0.12705284948758805
民情,4,4,-0.12705284948758805
取之,4,4,-0.12705284948758805
皇天,4,4,-0.12705284948758805
格于,4,4,-0.12705284948758805
陟,4,4,-0.12705284948758805
之为,4,4,-0.12705284948758805
宫人,4,4,-0.12705284948758805
黜陟,4,4,-0.12705284948758805
北面,4,4,-0.12705284948758805
青土,4,4,-0.12705284948758805
对扬,4,4,-0.12705284948758805
十月之交,4,4,-0.12705284948758805
乃可,4,4,-0.12705284948758805
尚矣,4,4,-0.12705284948758805
旱,4,4,-0.12705284948758805
犹言,4,4,-0.12705284948758805
燕,4,4,-0.12705284948758805
有文,4,4,-0.12705284948758805
隐,4,4,-0.12705284948758805
化为,4,4,-0.12705284948758805
福建,4,4,-0.12705284948758805
相因,4,4,-0.12705284948758805
别宫,4,4,-0.12705284948758805
洛诰,4,4,-0.12705284948758805
迈,4,4,-0.12705284948758805
豳风,4,4,-0.12705284948758805
诸臣,4,4,-0.12705284948758805
亦复,4,4,-0.12705284948758805
未易,4,4,-0.12705284948758805
人者,4,4,-0.12705284948758805
无君,4,4,-0.12705284948758805
其地,4,4,-0.12705284948758805
饰,4,4,-0.12705284948758805
不动,4,4,-0.12705284948758805
相继,4,4,-0.12705284948758805
熟于,4,4,-0.12705284948758805
将欲,4,4,-0.12705284948758805
既成,4,4,-0.12705284948758805
中书舍人,4,4,-0.12705284948758805
交州,4,4,-0.12705284948758805
勒,4,4,-0.12705284948758805
策书,4,4,-0.12705284948758805
表章,4,4,-0.12705284948758805
为学,4,4,-0.12705284948758805
义理,4,4,-0.12705284948758805
水军,4,4,-0.12705284948758805
尹,4,4,-0.12705284948758805
封域,4,4,-0.12705284948758805
叟,4,4,-0.12705284948758805
北征,4,4,-0.12705284948758805
何哉,4,4,-0.12705284948758805
膏腴,4,4,-0.12705284948758805
为善,4,4,-0.12705284948758805
亦然,4,4,-0.12705284948758805
叔旦,4,4,-0.12705284948758805
缙绅,4,4,-0.12705284948758805
壬辰,4,4,-0.12705284948758805
来归,4,4,-0.12705284948758805
元功,4,4,-0.12705284948758805
忠肃,4,4,-0.12705284948758805
烽燧,4,4,-0.12705284948758805
作佐,4,4,-0.12705284948758805
三光,4,4,-0.12705284948758805
信哉,4,4,-0.12705284948758805
风教,4,4,-0.12705284948758805
未敢,4,4,-0.12705284948758805
充,4,4,-0.12705284948758805
不思,4,4,-0.12705284948758805
礼部尚书,4,4,-0.12705284948758805
鬼,4,4,-0.12705284948758805
乱臣,4,4,-0.12705284948758805
先圣,4,4,-0.12705284948758805
绝,4,4,-0.12705284948758805
愤怨,4,4,-0.12705284948758805
取象,4,4,-0.12705284948758805
朱氏,4,4,-0.12705284948758805
畔换,4,4,-0.12705284948758805
立义,4,4,-0.12705284948758805
并行,4,4,-0.12705284948758805
离火,4,4,-0.12705284948758805
朱旗,4,4,-0.12705284948758805
背,4,4,-0.12705284948758805
宋人,4,4,-0.12705284948758805
浙江,4,4,-0.12705284948758805
圣明,4,4,-0.12705284948758805
成梁,4,4,-0.12705284948758805
拒,4,4,-0.12705284948758805
上达,4,4,-0.12705284948758805
必欲,4,4,-0.12705284948758805
偷生,4,4,-0.12705284948758805
吾子,4,4,-0.12705284948758805
中书,4,4,-0.12705284948758805
不食,4,4,-0.12705284948758805
既济,4,4,-0.12705284948758805
于下,4,4,-0.12705284948758805
来世,4,4,-0.12705284948758805
爪牙,4,4,-0.12705284948758805
仲虺,4,4,-0.12705284948758805
《易》,4,4,-0.12705284948758805
司农,4,4,-0.12705284948758805
曹,4,4,-0.12705284948758805
告符,4,4,-0.12705284948758805
战士,4,4,-0.12705284948758805
当今,4,4,-0.12705284948758805
明明,4,4,-0.12705284948758805
岳,4,4,-0.12705284948758805
断蛇,4,4,-0.12705284948758805
不臣,4,4,-0.12705284948758805
股肱,4,4,-0.12705284948758805
司马迁,4,4,-0.12705284948758805
割据,4,4,-0.12705284948758805
驸马都尉,4,4,-0.12705284948758805
妄,4,4,-0.12705284948758805
祈,4,4,-0.12705284948758805
协,4,4,-0.12705284948758805
干侯,4,4,-0.12705284948758805
失之,4,4,-0.12705284948758805
不亦,4,4,-0.12705284948758805
南北,4,4,-0.12705284948758805
耻,4,4,-0.12705284948758805
忠厚,4,4,-0.12705284948758805
万,4,4,-0.12705284948758805
权舆,4,4,-0.12705284948758805
交会,4,4,-0.12705284948758805
伪,4,4,-0.12705284948758805
纳之,4,4,-0.12705284948758805
十有,4,4,-0.12705284948758805
大得,4,4,-0.12705284948758805
山东,4,4,-0.12705284948758805
之教,4,4,-0.12705284948758805
天津,4,4,-0.12705284948758805
黎民,4,4,-0.12705284948758805
孟仲季,4,4,-0.12705284948758805
其用,4,4,-0.12705284948758805
高下,4,4,-0.12705284948758805
此也,4,4,-0.12705284948758805
曹公,4,4,-0.12705284948758805
癸酉,4,4,-0.12705284948758805
同知,4,4,-0.12705284948758805
南阳,4,4,-0.12705284948758805
庆,4,4,-0.12705284948758805
之名,4,4,-0.12705284948758805
商郊,4,4,-0.12705284948758805
季氏,4,4,-0.12705284948758805
江上,4,4,-0.12705284948758805
焚香,4,4,-0.12705284948758805
勤,4,4,-0.12705284948758805
评,4,4,-0.12705284948758805
伯夷,4,4,-0.12705284948758805
□,4,4,-0.12705284948758805
靖难,4,4,-0.12705284948758805
肯,4,4,-0.12705284948758805
之才,4,4,-0.12705284948758805
人臣,4,4,-0.12705284948758805
三恪,4,4,-0.12705284948758805
释之,4,4,-0.12705284948758805
祝,4,4,-0.12705284948758805
纲目,4,4,-0.12705284948758805
委任,4,4,-0.12705284948758805
大乱,4,4,-0.12705284948758805
已有,4,4,-0.12705284948758805
宗正,4,4,-0.12705284948758805
天关,4,4,-0.12705284948758805
三篇,4,4,-0.12705284948758805
台,4,4,-0.12705284948758805
昭然,4,4,-0.12705284948758805
革政,4,4,-0.12705284948758805
亥月,4,4,-0.12705284948758805
秦郊,4,4,-0.12705284948758805
诸家,4,4,-0.12705284948758805
乘衅,4,4,-0.12705284948758805
归心,4,4,-0.12705284948758805
封侯,4,4,-0.12705284948758805
颛帝,4,4,-0.12705284948758805
殷汤,4,4,-0.12705284948758805
河山,4,4,-0.12705284948758805
畔,4,4,-0.12705284948758805
奋旅,4,4,-0.12705284948758805
布,4,4,-0.12705284948758805
怀民,4,4,-0.12705284948758805
子月,4,4,-0.12705284948758805
继体,4,4,-0.12705284948758805
闗雎,4,4,-0.12705284948758805
寅月,4,4,-0.12705284948758805
席卷,4,4,-0.12705284948758805
成祖,4,4,-0.12705284948758805
祖宗,8,9,-0.12727571116114303
之于,8,9,-0.12727571116114303
贤者,8,9,-0.12727571116114303
之志,8,9,-0.12727571116114303
走,8,9,-0.12727571116114303
八年,8,9,-0.12727571116114303
斩,8,9,-0.12727571116114303
资,8,9,-0.12727571116114303
俾,8,9,-0.12727571116114303
天意,8,9,-0.12727571116114303
冠,8,9,-0.12727571116114303
拾遗,8,9,-0.12727571116114303
树,8,9,-0.12727571116114303
市,8,9,-0.12727571116114303
临朝,8,9,-0.12727571116114303
主簿,8,9,-0.12727571116114303
弃,8,9,-0.12727571116114303
习,8,9,-0.12727571116114303
害,8,9,-0.12727571116114303
忧,8,9,-0.12727571116114303
老,8,9,-0.12727571116114303
召见,8,9,-0.12727571116114303
知之,8,9,-0.12727571116114303
悲,8,9,-0.12727571116114303
乃亡,8,9,-0.12727571116114303
北,12,14,-0.12735000603671054
感,12,14,-0.12735000603671054
食,12,14,-0.12735000603671054
足,12,14,-0.12735000603671054
赠,12,14,-0.12735000603671054
自古,12,14,-0.12735000603671054
母,12,14,-0.12735000603671054
大臣,12,14,-0.12735000603671054
不以,16,19,-0.1273871549092876
贵,16,19,-0.1273871549092876
赐,16,19,-0.1273871549092876
初九,16,19,-0.1273871549092876
象曰,20,24,-0.12740944469199622
戒,15,18,-0.1464885480059508
茍,15,18,-0.1464885480059508
陛下,26,32,-0.14945632651170043
悔亡,26,32,-0.14945632651170043
未尝,26,32,-0.14945632651170043
罢,11,13,-0.15333170612588048
亨,11,13,-0.15333170612588048
革道,11,13,-0.15333170612588048
本朝,11,13,-0.15333170612588048
行之,11,13,-0.15333170612588048
患,11,13,-0.15333170612588048
免,11,13,-0.15333170612588048
其子,11,13,-0.15333170612588048
二月,11,13,-0.15333170612588048
御史,11,13,-0.15333170612588048
抑,11,13,-0.15333170612588048
权,11,13,-0.15333170612588048
守,29,36,-0.15698139086020743
当革,7,8,-0.16788585616871374
是也,7,8,-0.16788585616871374
废兴,7,8,-0.16788585616871374
试,7,8,-0.16788585616871374
七年,7,8,-0.16788585616871374
久之,7,8,-0.16788585616871374
门,7,8,-0.16788585616871374
颠覆,7,8,-0.16788585616871374
不幸,7,8,-0.16788585616871374
策,7,8,-0.16788585616871374
累迁,7,8,-0.16788585616871374
经纶,7,8,-0.16788585616871374
歌,7,8,-0.16788585616871374
王氏,7,8,-0.16788585616871374
亳,7,8,-0.16788585616871374
族,7,8,-0.16788585616871374
不言,7,8,-0.16788585616871374
不忘,7,8,-0.16788585616871374
毎,7,8,-0.16788585616871374
未可,7,8,-0.16788585616871374
太公,7,8,-0.16788585616871374
至当,7,8,-0.16788585616871374
弟子,7,8,-0.16788585616871374
本传,7,8,-0.16788585616871374
送,7,8,-0.16788585616871374
不宜,7,8,-0.16788585616871374
周兴,7,8,-0.16788585616871374
大统,7,8,-0.16788585616871374
役,7,8,-0.16788585616871374
造化,7,8,-0.16788585616871374
举人,7,8,-0.16788585616871374
不与,7,8,-0.16788585616871374
东都,7,8,-0.16788585616871374
无不,7,8,-0.16788585616871374
赴,7,8,-0.16788585616871374
配,7,8,-0.16788585616871374
判官,7,8,-0.16788585616871374
无道,7,8,-0.16788585616871374
乃孚,14,17,-0.16801321834411226
太子,10,12,-0.18390381599373123
著,10,12,-0.18390381599373123
宗室,10,12,-0.18390381599373123
髙宗,10,12,-0.18390381599373123
怒,10,12,-0.18390381599373123
色,10,12,-0.18390381599373123
海内,10,12,-0.18390381599373123
达,10,12,-0.18390381599373123
耳目,13,16,-0.19245646457904406
不可以,16,20,-0.1977764828006856
南,16,20,-0.1977764828006856
大矣哉,25,32,-0.20603711146248593
甚多,3,3,-0.22001369855371677
徐,3,3,-0.22001369855371677
南讨,3,3,-0.22001369855371677
如归,3,3,-0.22001369855371677
季孙,3,3,-0.22001369855371677
应运,3,3,-0.22001369855371677
进拜,3,3,-0.22001369855371677
名家,3,3,-0.22001369855371677
粟,3,3,-0.22001369855371677
兵法,3,3,-0.22001369855371677
英,3,3,-0.22001369855371677
写,3,3,-0.22001369855371677
周召,3,3,-0.22001369855371677
弥,3,3,-0.22001369855371677
愚衷,3,3,-0.22001369855371677
忝,3,3,-0.22001369855371677
谋迁,3,3,-0.22001369855371677
何故,3,3,-0.22001369855371677
莫敢,3,3,-0.22001369855371677
籍,3,3,-0.22001369855371677
三军,3,3,-0.22001369855371677
令主,3,3,-0.22001369855371677
君人,3,3,-0.22001369855371677
亡也,3,3,-0.22001369855371677
不反,3,3,-0.22001369855371677
不吉,3,3,-0.22001369855371677
西汉,3,3,-0.22001369855371677
六十四卦,3,3,-0.22001369855371677
自相,3,3,-0.22001369855371677
精,3,3,-0.22001369855371677
扬雄,3,3,-0.22001369855371677
费,3,3,-0.22001369855371677
任城,3,3,-0.22001369855371677
海,3,3,-0.22001369855371677
想,3,3,-0.22001369855371677
山水,3,3,-0.22001369855371677
钩陈,3,3,-0.22001369855371677
累叶,3,3,-0.22001369855371677
厉声,3,3,-0.22001369855371677
云雾,3,3,-0.22001369855371677
天枢,3,3,-0.22001369855371677
作威,3,3,-0.22001369855371677
竞言,3,3,-0.22001369855371677
太师,3,3,-0.22001369855371677
深矣,3,3,-0.22001369855371677
大节,3,3,-0.22001369855371677
耀,3,3,-0.22001369855371677
家法,3,3,-0.22001369855371677
六艺,3,3,-0.22001369855371677
南征,3,3,-0.22001369855371677
有子,3,3,-0.22001369855371677
文景,3,3,-0.22001369855371677
夷,3,3,-0.22001369855371677
暴卒,3,3,-0.22001369855371677
目为,3,3,-0.22001369855371677
劾,3,3,-0.22001369855371677
南正,3,3,-0.22001369855371677
蔡,3,3,-0.22001369855371677
朱书,3,3,-0.22001369855371677
兵士,3,3,-0.22001369855371677
此爻,3,3,-0.22001369855371677
人文,3,3,-0.22001369855371677
史氏,3,3,-0.22001369855371677
吊伐,3,3,-0.22001369855371677
伯,3,3,-0.22001369855371677
饮酒,3,3,-0.22001369855371677
四十七,3,3,-0.22001369855371677
入神,3,3,-0.22001369855371677
陈厉,3,3,-0.22001369855371677
旋,3,3,-0.22001369855371677
献禽,3,3,-0.22001369855371677
米,3,3,-0.22001369855371677
六四,3,3,-0.22001369855371677
禁中,3,3,-0.22001369855371677
璟,3,3,-0.22001369855371677
观政,3,3,-0.22001369855371677
大司马,3,3,-0.22001369855371677
君父,3,3,-0.22001369855371677
明经,3,3,-0.22001369855371677
宋璟,3,3,-0.22001369855371677
三节,3,3,-0.22001369855371677
非也,3,3,-0.22001369855371677
安禄山,3,3,-0.22001369855371677
伐叛,3,3,-0.22001369855371677
流涕,3,3,-0.22001369855371677
动静,3,3,-0.22001369855371677
咸和,3,3,-0.22001369855371677
汲汲,3,3,-0.22001369855371677
兽,3,3,-0.22001369855371677
倡义,3,3,-0.22001369855371677
休,3,3,-0.22001369855371677
世守,3,3,-0.22001369855371677
头风,3,3,-0.22001369855371677
思之,3,3,-0.22001369855371677
武徳,3,3,-0.22001369855371677
郭,3,3,-0.22001369855371677
分注,3,3,-0.22001369855371677
斯时,3,3,-0.22001369855371677
勉之,3,3,-0.22001369855371677
畜,3,3,-0.22001369855371677
受图,3,3,-0.22001369855371677
陈宠,3,3,-0.22001369855371677
乾元,3,3,-0.22001369855371677
篇终,3,3,-0.22001369855371677
翼日,3,3,-0.22001369855371677
两京,3,3,-0.22001369855371677
多矣,3,3,-0.22001369855371677
倚,3,3,-0.22001369855371677
不达,3,3,-0.22001369855371677
入于,3,3,-0.22001369855371677
凡例,3,3,-0.22001369855371677
隋氏,3,3,-0.22001369855371677
法司,3,3,-0.22001369855371677
海岱,3,3,-0.22001369855371677
先师,3,3,-0.22001369855371677
世业,3,3,-0.22001369855371677
忤,3,3,-0.22001369855371677
偶然,3,3,-0.22001369855371677
安知,3,3,-0.22001369855371677
泥,3,3,-0.22001369855371677
之美,3,3,-0.22001369855371677
郁,3,3,-0.22001369855371677
礼记,3,3,-0.22001369855371677
上表,3,3,-0.22001369855371677
炳也,3,3,-0.22001369855371677
父老,3,3,-0.22001369855371677
减,3,3,-0.22001369855371677
称制,3,3,-0.22001369855371677
士庶,3,3,-0.22001369855371677
之弊,3,3,-0.22001369855371677
分明,3,3,-0.22001369855371677
播迁,3,3,-0.22001369855371677
处中,3,3,-0.22001369855371677
玉帛,3,3,-0.22001369855371677
益州,3,3,-0.22001369855371677
博士,3,3,-0.22001369855371677
辟谷,3,3,-0.22001369855371677
吏部侍郎,3,3,-0.22001369855371677
时也,3,3,-0.22001369855371677
太守,3,3,-0.22001369855371677
非礼,3,3,-0.22001369855371677
智者,3,3,-0.22001369855371677
后汉,3,3,-0.22001369855371677
出居,3,3,-0.22001369855371677
万姓,3,3,-0.22001369855371677
元首,3,3,-0.22001369855371677
水德,3,3,-0.22001369855371677
大也,3,3,-0.22001369855371677
土德,3,3,-0.22001369855371677
新之,3,3,-0.22001369855371677
后儒,3,3,-0.22001369855371677
攸,3,3,-0.22001369855371677
犊,3,3,-0.22001369855371677
教养,3,3,-0.22001369855371677
黑兔,3,3,-0.22001369855371677
用者,3,3,-0.22001369855371677
宿,3,3,-0.22001369855371677
湖广,3,3,-0.22001369855371677
易简,3,3,-0.22001369855371677
逼,3,3,-0.22001369855371677
十人,3,3,-0.22001369855371677
代兴,3,3,-0.22001369855371677
参军,3,3,-0.22001369855371677
愍帝,3,3,-0.22001369855371677
大都督,3,3,-0.22001369855371677
病诸,3,3,-0.22001369855371677
无有,3,3,-0.22001369855371677
四室,3,3,-0.22001369855371677
党与,3,3,-0.22001369855371677
侵,3,3,-0.22001369855371677
忠于,3,3,-0.22001369855371677
曹姓,3,3,-0.22001369855371677
上事,3,3,-0.22001369855371677
所管,3,3,-0.22001369855371677
飞,3,3,-0.22001369855371677
逋逃,3,3,-0.22001369855371677
健,3,3,-0.22001369855371677
梅花,3,3,-0.22001369855371677
建安,3,3,-0.22001369855371677
雪,3,3,-0.22001369855371677
十三月,3,3,-0.22001369855371677
大云经,3,3,-0.22001369855371677
矧,3,3,-0.22001369855371677
悟,3,3,-0.22001369855371677
不假,3,3,-0.22001369855371677
侯王,3,3,-0.22001369855371677
超然,3,3,-0.22001369855371677
朱门,3,3,-0.22001369855371677
竹,3,3,-0.22001369855371677
兆民,3,3,-0.22001369855371677
何待,3,3,-0.22001369855371677
止于,3,3,-0.22001369855371677
家庭,3,3,-0.22001369855371677
传曰,3,3,-0.22001369855371677
嵩,3,3,-0.22001369855371677
安国,3,3,-0.22001369855371677
宋庄,3,3,-0.22001369855371677
叔父,3,3,-0.22001369855371677
百代,3,3,-0.22001369855371677
神皇,3,3,-0.22001369855371677
培,3,3,-0.22001369855371677
己申,3,3,-0.22001369855371677
汉初,3,3,-0.22001369855371677
一卦,3,3,-0.22001369855371677
叶静能,3,3,-0.22001369855371677
大父,3,3,-0.22001369855371677
礼让,3,3,-0.22001369855371677
不亡,3,3,-0.22001369855371677
揖譲,3,3,-0.22001369855371677
生息,3,3,-0.22001369855371677
安固,3,3,-0.22001369855371677
已下,3,3,-0.22001369855371677
四徳,3,3,-0.22001369855371677
不喜,3,3,-0.22001369855371677
纳言,3,3,-0.22001369855371677
周世宗,3,3,-0.22001369855371677
忠贞,3,3,-0.22001369855371677
輙,3,3,-0.22001369855371677
朝会,3,3,-0.22001369855371677
胜国,3,3,-0.22001369855371677
有客,3,3,-0.22001369855371677
翻,3,3,-0.22001369855371677
何伤,3,3,-0.22001369855371677
为治,3,3,-0.22001369855371677
鸟,3,3,-0.22001369855371677
作乐,3,3,-0.22001369855371677
音乐,3,3,-0.22001369855371677
循环,3,3,-0.22001369855371677
更张,3,3,-0.22001369855371677
逺近,3,3,-0.22001369855371677
坦然,3,3,-0.22001369855371677
庾亮,3,3,-0.22001369855371677
从化,3,3,-0.22001369855371677
青松,3,3,-0.22001369855371677
去疾,3,3,-0.22001369855371677
之首,3,3,-0.22001369855371677
还宫,3,3,-0.22001369855371677
纠,3,3,-0.22001369855371677
颦蹙,3,3,-0.22001369855371677
变也,3,3,-0.22001369855371677
酷法,3,3,-0.22001369855371677
隋朝,3,3,-0.22001369855371677
提,3,3,-0.22001369855371677
礼毕,3,3,-0.22001369855371677
官赏,3,3,-0.22001369855371677
希夷,3,3,-0.22001369855371677
始卒,3,3,-0.22001369855371677
宣力,3,3,-0.22001369855371677
正者,3,3,-0.22001369855371677
卜征,3,3,-0.22001369855371677
筮,3,3,-0.22001369855371677
王谌,3,3,-0.22001369855371677
南伐,3,3,-0.22001369855371677
窃取,3,3,-0.22001369855371677
之物,3,3,-0.22001369855371677
自归,3,3,-0.22001369855371677
曷,3,3,-0.22001369855371677
帝尧,3,3,-0.22001369855371677
齐王,3,3,-0.22001369855371677
华,3,3,-0.22001369855371677
隠居,3,3,-0.22001369855371677
梁父,3,3,-0.22001369855371677
隐居,3,3,-0.22001369855371677
昆山,3,3,-0.22001369855371677
治世,3,3,-0.22001369855371677
江西,3,3,-0.22001369855371677
两人,3,3,-0.22001369855371677
郓,3,3,-0.22001369855371677
骨肉,3,3,-0.22001369855371677
废时,3,3,-0.22001369855371677
无言,3,3,-0.22001369855371677
元丰,3,3,-0.22001369855371677
武德,3,3,-0.22001369855371677
师欢,3,3,-0.22001369855371677
推测,3,3,-0.22001369855371677
兔,3,3,-0.22001369855371677
安之,3,3,-0.22001369855371677
仓卒,3,3,-0.22001369855371677
若此,3,3,-0.22001369855371677
宫,3,3,-0.22001369855371677
令德,3,3,-0.22001369855371677
绳,3,3,-0.22001369855371677
访之,3,3,-0.22001369855371677
汴,3,3,-0.22001369855371677
帝舜,3,3,-0.22001369855371677
安乐,3,3,-0.22001369855371677
之语,3,3,-0.22001369855371677
晋侯,3,3,-0.22001369855371677
人言,3,3,-0.22001369855371677
某年,3,3,-0.22001369855371677
敬事,3,3,-0.22001369855371677
祸乱,3,3,-0.22001369855371677
司,3,3,-0.22001369855371677
孔明,3,3,-0.22001369855371677
溃,3,3,-0.22001369855371677
满盈,3,3,-0.22001369855371677
国中,3,3,-0.22001369855371677
见之,3,3,-0.22001369855371677
二十五,3,3,-0.22001369855371677
自作,3,3,-0.22001369855371677
楚武,3,3,-0.22001369855371677
